m,peri,node,incl,e,n,a,date,x,y,z
326.60647,315.10603,19.06979,9.91041,0.1635454,0.21548841,2.7554134,20241019,0.7505212,-2.2490227,-0.4142163
106.81909,132.19918,56.55755,63.46665,0.2662232,0.97561482,1.0068168,20210702,0.3662020,-0.3665092,-1.0165185
336.64002,212.48908,289.67711,10.99151,0.2055249,0.22314808,2.6919931,20241111,-0.6375255,2.1143549,0.0216847
114.01621,224.12283,183.54866,3.76801,0.1896122,0.23634641,2.5908168,20240605,-2.8590642,0.0246768,-0.0132769
41.77814,116.83088,298.36814,11.56619,0.1840959,0.22315725,2.6919194,20241111,-0.9558923,2.1708525,0.0389554
90.07711,112.37839,40.72023,13.52553,0.0955334,0.19823002,2.913107,20240831,-0.8368376,-2.7928413,-0.3778515
292.51955,112.62925,71.0281,3.42597,0.165139,0.18536973,3.0463292,20241108,-0.3822513,2.9044072,0.0781681
79.37691,221.04587,224.58235,2.16129,0.0680915,0.30682122,2.1771037,20240412,-2.1416748,0.2708529,-0.0640148
57.58158,124.22281,172.62099,14.86637,0.1574257,0.25748681,2.446993,20241106,2.2424523,0.4202071,-0.1870714
17.79767,209.89874,46.07353,4.44099,0.2279354,0.23755748,2.582004,20240929,0.5103354,-1.9702826,-0.1347040
3.27932,207.57679,255.2269,8.91248,0.056621,0.18390384,3.0624959,20241110,-0.8022787,2.7660645,-0.2322617
346.32284,9.18126,154.12919,12.27384,0.0827611,0.18910561,3.0060747,20240615,-2.3265589,1.4935951,-0.0715172
126.67093,300.82858,60.21697,12.18387,0.1825452,0.1811958,3.0929338,20241028,-2.6916632,2.0924830,0.7288143
156.50718,273.75183,61.60786,14.69286,0.2276786,0.17998998,3.1067323,20241111,-2.7884386,2.3649697,0.9380839
206.48869,88.35425,184.46765,4.28308,0.2108665,0.2667096,2.3902516,20241009,-1.0063814,2.6667387,-0.2049854
191.4734,88.61098,177.78318,3.31431,0.0883316,0.29903174,2.214749,20241108,-0.2539219,2.3896807,-0.1377146
177.43842,279.92217,81.40812,3.79286,0.2591184,0.27513111,2.3412237,20240604,-2.9411561,0.0108981,0.1929030
23.00222,297.61943,142.14884,10.07629,0.0750621,0.22283082,2.6945477,20241110,-0.7247279,2.3903805,-0.2563788
204.19353,245.03193,57.09627,2.62075,0.0512922,0.26383124,2.407605,20240310,-2.0387300,1.4788487,0.1151200
25.31477,128.20583,260.06501,7.96871,0.2268158,0.21783891,2.7355569,20241111,0.8134877,2.0547480,0.0625423
146.44499,152.91254,175.42347,13.5418,0.2431913,0.26497976,2.400643,20240216,-1.7607638,2.2724346,-0.5117343
124.53803,305.31129,83.54129,3.94485,0.013621,0.23186325,2.6241064,20240527,-2.3844229,1.1310675,0.1721591
10.86721,276.91044,108.33436,2.13699,0.2150295,0.17914778,3.1164614,20241111,1.8199552,1.6614349,-0.0839655
23.81926,76.32366,207.63385,1.5495,0.019831,0.20505052,2.8481453,20240929,1.7487274,-2.1812302,0.0742133
204.80673,150.9522,198.64915,1.59362,0.1542391,0.23371977,2.6101917,20240603,-2.9546703,-0.4214769,-0.0151757
1.83599,279.83272,91.38896,2.99293,0.254974,0.17717471,3.139556,20241110,2.2629762,0.5825760,-0.1190211
159.67193,287.93983,27.27707,13.34717,0.2001081,0.22600596,2.6692512,20240508,-1.6138383,2.6405172,0.7323026
327.35511,358.34557,50.74193,11.13069,0.116881,0.17460948,3.1702305,20241110,2.8149900,0.4348187,-0.3747070
218.52401,96.3254,270.16493,0.94245,0.11077,0.19453179,2.9499115,20240613,-2.5388123,-1.9767995,-0.0418578
92.20704,264.48842,40.96603,17.64746,0.1007553,0.17642363,3.1484602,20241111,2.1053215,2.3956508,0.1363760
215.96169,231.17515,70.94842,13.8129,0.1859788,0.22847608,2.6499777,20240527,-2.5145622,1.6182999,0.7142476
175.49431,258.44456,159.89977,4.521,0.2560864,0.12332073,3.9974096,20240707,-2.8316419,-4.1262666,0.3833401
100.96929,147.59231,199.21208,10.49302,0.2016256,0.22263171,2.696154,20240502,-0.9239112,2.6947447,-0.5276152
114.77832,355.92644,253.8491,11.45066,0.076662,0.17289517,3.1911518,20241110,3.1780165,0.7152007,0.5780213
104.26558,145.77514,161.30418,2.32203,0.0102424,0.19669909,2.9282028,20241111,1.7873822,2.3263673,-0.1125870
87.57142,208.81162,166.18972,5.15457,0.1131126,0.26459258,2.4029844,20241111,-1.0441965,2.1789778,-0.1683934
147.25004,149.57384,157.13607,2.87731,0.1897884,0.23166991,2.6255661,20240329,-0.7282159,2.9764968,-0.1236260
120.60922,67.43528,300.80873,4.54507,0.0898699,0.30153292,2.2024847,20241110,-1.6974055,1.5741373,-0.0518009
328.12332,115.55989,85.81244,7.87141,0.0609274,0.27204325,2.3589066,20240707,-2.1480240,0.5570312,0.3018012
96.11108,329.39647,163.89033,2.30421,0.2495082,0.24064982,2.5598373,20240617,-0.6733611,-2.6886028,0.1114533
117.38613,267.21018,108.4484,8.5751,0.1167165,0.18671219,3.0317096,20241013,-2.5920875,1.8971891,0.2802473
172.11535,123.83453,148.02579,5.81429,0.1223493,0.17872758,3.1213443,20241111,0.2573764,3.4767266,-0.3141963
45.3518,1.74625,357.86884,0.6468,0.1086484,0.21535042,2.7565904,20241111,1.4817150,2.0931035,0.0242353
346.68987,343.19585,122.7101,7.24698,0.0931986,0.25596815,2.4566621,20241111,-0.0013566,2.2299110,-0.1530880
75.3764,148.38054,197.6737,4.89017,0.0161997,0.25063424,2.4913942,20241111,1.1195717,2.2097902,-0.1510596
321.96231,165.88081,165.52594,12.34158,0.1166939,0.18530654,3.0470217,20240831,0.6929713,-2.6463976,0.5227466
68.67715,125.29866,24.13476,13.68614,0.0254139,0.17401166,3.1774873,20240727,-2.3930577,-2.0369974,-0.2144056
346.44225,68.19809,167.45956,6.29274,0.1495612,0.17621274,3.1509718,20240708,-2.1459803,-1.6191696,0.2256727
200.49954,4.96645,249.21012,2.76014,0.1562096,0.30260572,2.1972761,20241111,0.0278866,2.5236366,-0.0419277
317.06548,285.93777,164.77293,3.63186,0.1455743,0.297221,2.2237351,20241110,1.6518373,1.1453408,-0.0976835
297.91403,61.28642,65.64056,2.33937,0.0760293,0.18245297,3.0787098,20241111,1.6329636,2.4971750,-0.0186943
97.05229,44.57371,351.51594,12.51684,0.1837736,0.22765059,2.65638,20241110,-2.4993180,1.2477086,0.1921036
98.43611,280.21367,339.92313,3.3776,0.1341974,0.29249332,2.2476331,20241110,2.2670763,0.5322064,0.0754322
321.04594,322.99328,226.10299,9.46697,0.0477607,0.19252112,2.970415,20240526,-2.3607279,1.5520405,-0.4631049
81.37911,162.98877,204.19791,8.62863,0.1812237,0.2190491,2.725472,20241110,-0.8954685,2.5575934,-0.4097037
86.38418,250.21916,207.82699,8.35931,0.1201493,0.20876692,2.814243,20240605,-2.6898174,-0.8880149,-0.0691051
118.265,120.09734,196.3839,3.02465,0.1166587,0.29560014,2.2318566,20241103,0.1794189,2.3670780,-0.1173215
35.57386,33.0482,12.27184,5.56752,0.101161,0.21832672,2.7314806,20241102,0.0733964,2.5052061,0.2371031
1.20555,246.23444,180.90487,3.29993,0.0130044,0.14000753,3.6731201,20241106,1.3360422,3.3646843,-0.1927616
266.88209,240.76097,169.9227,21.96801,0.029501,0.16756496,3.2584714,20241104,2.3014886,-2.2055024,0.7134811
38.6401,201.61363,167.65133,6.3742,0.0703291,0.21736673,2.739517,20241110,1.5476055,2.0661269,-0.2624447
43.45224,318.70661,5.15954,8.52332,0.0848495,0.17432558,3.1736715,20241110,2.8947451,0.7453990,0.0722444
219.0636,109.51861,16.29736,3.60567,0.0435092,0.2109918,2.7944242,20241006,2.7463411,-0.8966125,-0.1027929
322.97224,237.01663,163.2746,4.69954,0.0771787,0.21198577,2.7856822,20241109,2.6175455,-0.1161754,-0.0527793
203.4295,172.09249,3.7748,0.82953,0.1200436,0.17561144,3.1581603,20241108,3.4003490,0.8791405,0.0094602
213.45278,121.75086,40.50814,6.86962,0.1435581,0.17588301,3.1549087,20241101,3.5072201,0.4954408,-0.2290773
207.50432,166.47382,347.96164,6.65953,0.1028595,0.28919977,2.2646656,20241107,2.4719551,-0.1295064,0.0454078
74.69645,193.55488,130.18943,4.18074,0.0966124,0.21449414,2.7639218,20241110,1.7634095,2.0593609,-0.1956114
235.83763,8.80083,111.11163,2.49748,0.1643856,0.17300468,3.1898051,20241103,3.3583977,-1.0984823,-0.1193936
38.61611,232.87679,240.1128,8.56793,0.0327356,0.08297655,5.2059397,20240502,-4.5133318,2.1947376,-0.7543289
59.64601,130.65234,190.8706,8.67876,0.1555472,0.21039257,2.7997276,20241111,2.0805446,1.6082700,-0.1811919
345.64492,51.63685,58.81432,5.91727,0.0581999,0.2975118,2.2222858,20241111,-0.1523690,2.0881778,0.1255796
354.47307,31.65049,151.45017,13.01024,0.1749115,0.23219222,2.6216272,20240710,-2.1476658,0.2040752,0.1957415
251.78349,355.10385,266.45084,12.34357,0.1367553,0.22549413,2.6732889,20241110,-2.0946488,1.8400923,-0.4824243
100.08638,164.6801,198.6346,5.04052,0.1063188,0.21635885,2.7480182,20241110,-1.1937130,2.5520977,-0.2469403
88.56734,12.69026,355.22524,4.70906,0.1725848,0.2595165,2.4342176,20240503,-1.0935659,2.2359128,0.1760440
210.44668,61.85091,283.3283,14.99914,0.1155898,0.18656205,3.0333359,20240710,-3.1864422,-0.5356250,-0.8638414
124.38056,169.19962,194.14931,2.094,0.0394069,0.26165055,2.4209637,20240228,-1.6363898,1.8581776,-0.0805062
134.92429,321.44378,73.97075,3.17902,0.2071611,0.26832758,2.3806333,20240625,-2.7583146,-0.2135715,0.1439688
175.19714,248.70179,185.96416,3.38715,0.1806765,0.28275327,2.2989576,20240629,-0.8714165,-2.5654041,0.1456548
220.93833,266.74035,235.17978,1.97985,0.0689434,0.28747502,2.2737147,20241107,2.3939880,-0.0827526,0.0695726
91.53507,43.23761,254.59509,5.8418,0.1365046,0.28854112,2.2681107,20241111,1.6404570,1.6333341,0.1174193
35.94183,4.29315,119.87565,11.27707,0.0426008,0.18996075,2.9970464,20240619,-2.7374489,0.8606769,0.3878291
237.21897,282.27636,193.10739,3.92907,0.1360666,0.28645443,2.2791121,20241101,2.3337494,-0.8150448,0.0908710
341.00195,47.57643,25.18045,1.1414,0.1733827,0.17675194,3.1445603,20241111,1.8462741,1.8899561,0.0184260
278.49399,143.25365,135.60694,1.01092,0.170642,0.31149126,2.1552888,20240705,-2.1617209,0.0841210,0.0256248
253.43011,174.75515,101.20633,4.52805,0.1583226,0.30925129,2.1656837,20240615,-2.0550035,1.0441569,0.1435712
150.80891,12.07603,339.10914,2.68666,0.188525,0.29980575,2.2109355,20240310,-2.2583414,1.2672794,0.0177693
239.94734,348.02414,38.38608,9.9031,0.3187436,0.24151811,2.5536983,20240707,-1.5265816,-2.7044683,-0.2046016
198.62964,285.92951,225.17799,24.84772,0.0650971,0.24330393,2.5411871,20241110,2.4855189,-0.4341866,0.9581225
56.3677,116.67117,280.70118,9.59678,0.1791438,0.17673286,3.1447866,20241110,-1.1237127,2.6857682,-0.1023706
236.77481,296.26884,206.12907,21.98208,0.0752576,0.17109608,3.213483,20241110,3.2548670,0.7692922,0.2998213
93.10248,30.93453,288.66185,6.1124,0.124089,0.1713587,3.210199,20241111,1.2887090,3.0072296,0.2337961
241.65625,10.92487,142.94312,0.67132,0.1207251,0.17230265,3.1984636,20241109,3.1136693,1.4016664,-0.0350921
20.90509,304.45117,335.46006,4.95188,0.148406,0.27820572,2.3239423,20240920,1.2422527,-1.5780368,-0.0796724
175.53707,354.75721,341.23618,2.07861,0.0557449,0.22461181,2.6802851,20240502,-2.4980995,1.3281995,0.0164796
82.19282,131.43297,177.86463,22.08238,0.0356054,0.17156735,3.2075957,20241110,2.5949073,1.7151894,-0.7345948
330.92411,227.33931,155.62952,5.7262,0.1397483,0.17054825,3.2203608,20241108,2.7440766,-0.7499037,-0.0450454
318.07518,182.33438,162.45649,3.24289,0.082061,0.27906688,2.319159,20240926,0.9615017,-1.9602692,0.0894807
207.36568,154.33172,172.81318,14.58914,0.1552499,0.22825499,2.6516886,20240529,-2.9584002,0.6436467,-0.0698792
87.48704,211.18444,311.87052,2.33687,0.1168627,0.27981935,2.3149994,20240703,-0.2476176,-2.3204025,-0.0707272
351.64767,185.32877,202.75968,2.51024,0.045122,0.17126972,3.2113107,20241110,2.9018955,0.9960557,0.0089499
163.85244,352.05589,358.21086,5.18991,0.2009457,0.22705608,2.6610148,20240521,-2.9751309,1.1219803,0.0934224
170.20201,181.27621,147.15619,12.62515,0.2899138,0.26560385,2.396881,20240305,-2.4605540,1.8612794,-0.0513546
154.55615,8.1308,328.02223,2.69238,0.2122982,0.26096057,2.4252292,20240329,-2.1965731,1.9019904,0.0211656
240.2549,151.50145,151.29046,10.29992,0.1795898,0.26600015,2.3944998,20240410,-2.5865382,0.6002959,0.1301173
217.70413,196.0228,153.96009,2.5513,0.0944264,0.19947787,2.9009455,20240712,-2.9048427,-1.1512257,0.1029104
84.93727,319.09972,58.7222,7.11705,0.2328379,0.26018092,2.4300717,20240601,-1.5668080,1.9392062,0.2929063
251.08542,276.5193,100.75244,3.13424,0.0732161,0.19821068,2.9132965,20240920,-0.4840710,-2.9559916,0.0562391
209.32342,303.91706,130.94569,6.51249,0.1851147,0.24116794,2.5561696,20240914,0.2987850,-2.9640337,0.1959813
132.56009,330.87847,11.97855,12.34243,0.2230088,0.21761948,2.7373954,20241023,-2.0943146,2.3569831,0.5996139
33.30749,62.39649,22.75879,2.17124,0.1710913,0.26623328,2.3931017,20240528,-1.3741482,1.5561875,0.0745612
27.91687,144.64318,224.36404,17.33794,0.202064,0.21188152,2.7865959,20241110,1.4792153,1.7887319,-0.0763297
166.14513,212.88618,166.28885,17.67341,0.2735861,0.23058409,2.6338022,20240620,-3.2650995,-0.5701146,0.4230715
148.7624,295.70027,56.09591,9.80446,0.1183456,0.22577646,2.6710598,20240607,-2.4323557,1.5918727,0.5023145
305.49457,309.6682,84.19406,7.63415,0.17179,0.28416258,2.2913501,20241024,1.6360536,-1.3185679,-0.2360422
246.05136,188.53402,149.09225,2.55715,0.1438495,0.19552179,2.9399454,20240708,-2.7395069,-1.5658725,0.1228463
130.79944,345.05964,6.86422,1.29502,0.1935393,0.2643124,2.4046822,20240409,-2.0143940,1.8738111,0.0474987
167.9982,318.94813,15.48488,3.13655,0.1432582,0.3065742,2.178273,20240524,-2.0431483,1.4108005,0.1043942
45.34243,1.80061,2.90437,6.65749,0.1849392,0.28840369,2.2688311,20241111,0.7667964,1.8585035,0.2121126
172.52867,354.06721,0.98833,14.63221,0.2212579,0.27499815,2.3419783,20240607,-2.8149328,0.4705518,0.1355104
16.30445,73.17403,311.28441,5.12991,0.1371403,0.2871014,2.2756869,20241111,1.3690199,1.4199731,0.1764626
100.41937,177.00023,267.07926,5.77938,0.0928742,0.27310237,2.3528039,20240711,-2.3208083,-0.6123610,-0.2314321
284.30729,343.0221,63.71727,7.39732,0.1278547,0.27952148,2.3166438,20241024,1.6358967,-1.5637414,-0.2803289
28.38744,314.9727,146.15391,2.54127,0.1637661,0.26612963,2.393723,20240522,-1.5907624,1.3199917,-0.0093339
285.40447,194.17243,313.97715,5.70966,0.0232708,0.17708701,3.1405924,20241111,1.0085917,2.9424166,0.2768474
0.87233,195.02329,119.37644,3.00707,0.1836158,0.31684231,2.1309533,20241026,1.2442458,-1.2156919,-0.0256303
220.36674,311.67884,3.60243,8.7534,0.21174,0.23029538,2.636003,20240608,-2.9594161,0.9096888,0.1684245
161.24028,17.08144,349.72507,3.82622,0.1100521,0.30957517,2.164173,20240707,-2.3665263,0.3483272,-0.0053089
75.30355,83.64835,264.22651,6.06014,0.2062728,0.29070807,2.2568256,20241111,0.1200662,2.2300731,-0.0111346
196.05901,290.23702,135.1125,2.99023,0.079085,0.19891208,2.9064439,20240730,-0.5880165,-3.0698418,0.1352900
207.19561,70.92171,197.76924,9.42641,0.0579811,0.18812618,3.0164993,20240502,-1.2289746,2.8802979,-0.5176503
327.33457,237.24232,259.87469,3.65503,0.140512,0.26967077,2.3727217,20240407,-0.1577593,2.1023084,-0.0335295
347.09443,259.6887,270.96807,8.97303,0.0370153,0.19126401,2.9834164,20240510,-2.6105198,1.1353959,-0.4091183
224.34165,105.0271,176.14888,19.1711,0.1306451,0.37504433,1.9043538,20240115,-1.5177312,1.3765279,-0.4420581
85.15276,289.48665,201.28463,6.12404,0.0649707,0.27686862,2.3314184,20240711,-1.6943638,-1.5943823,0.0934067
194.42004,85.87644,148.38362,19.85418,0.3881657,0.17417891,3.1754528,20241109,1.9787709,3.6223895,-1.4884425
105.18168,235.30629,136.378,0.41223,0.111888,0.22654163,2.6650418,20241013,-1.7342655,2.1633469,-0.0026592
154.90578,46.87934,57.58467,15.98895,0.0935829,0.23816927,2.5775805,20240920,-0.3579539,-2.7561489,-0.3367556
295.05187,265.49997,90.39164,15.85079,0.1795313,0.23748691,2.5825155,20241011,0.0331582,-2.4613380,-0.0046375
8.19445,122.49238,122.26941,8.4008,0.0215304,0.17503624,3.1650755,20240727,-0.8680431,-2.9538944,0.3413004
248.48742,315.38778,325.61446,12.10457,0.1582418,0.22242851,2.6977959,20241106,-2.6068606,1.2843800,-0.0884249
282.55205,221.10395,198.80275,3.50029,0.1163609,0.29436965,2.2380719,20241029,1.8971513,-1.1312263,0.1029043
255.82009,19.69729,90.97255,3.80987,0.1267453,0.26444916,2.4038531,20241108,2.4889299,-0.3037768,-0.1653780
324.71318,85.18513,44.87492,6.08023,0.0979893,0.29626628,2.2285099,20241111,0.0921356,2.0509498,0.1478922
75.35843,305.81492,90.18284,4.73833,0.1300496,0.30103317,2.2049216,20240601,-1.2771851,1.7496000,0.1054006
344.8068,190.91105,280.19056,1.29829,0.1266948,0.23585356,2.5944248,20241111,-0.0569170,2.2799717,0.0078723
137.34901,304.1791,82.8729,10.81244,0.1071744,0.18567231,3.0430187,20240606,-3.2066241,0.4543686,0.6184525
140.85016,260.54771,98.70572,10.8001,0.1119189,0.18449187,3.0559851,20240503,-2.7650130,1.8040123,0.4692941
131.70537,286.72621,58.52138,4.46929,0.1511758,0.29745368,2.2225753,20241110,-1.5272545,1.9334485,0.1807197
131.24674,262.31226,135.55767,4.43668,0.159029,0.30087877,2.2056759,20240404,-2.4597486,-0.0451603,0.1361341
335.46387,203.7979,216.63096,21.12476,0.0757474,0.17201528,3.2020249,20241110,2.5228798,1.5928131,0.0877330
117.5397,85.88073,294.39325,4.83788,0.1647898,0.26547,2.3976866,20240310,-2.3326225,1.1976151,-0.1379419
335.1346,187.92921,319.00835,1.56895,0.1441325,0.26205,2.4185029,20241028,-0.8534031,1.9330385,0.0246314
336.00996,7.0702,112.3421,5.10252,0.1319144,0.259939,2.4315792,20241111,0.0636631,2.1446388,-0.0780535
150.53121,243.44902,101.29146,4.77257,0.1833653,0.28808108,2.2705247,20240410,-2.1319172,1.5631547,0.1489955
320.64819,113.57877,112.32665,6.36285,0.1985839,0.23309627,2.6148443,20240619,-2.2136313,0.4359617,0.2098720
203.33557,152.79134,184.62294,5.48012,0.1218864,0.22987643,2.6392048,20240605,-2.9321517,0.2079255,-0.0425561
303.2256,129.78669,316.79702,4.03893,0.1507238,0.29858469,2.2169592,20241110,2.0096791,0.4955002,0.1226477
0.85971,58.93122,134.47523,15.93351,0.0432195,0.23195103,2.6234443,20240709,-2.3723032,-0.5634498,0.5959655
262.00643,285.44201,126.82025,3.3541,0.1166996,0.20654627,2.8343782,20240701,1.5200895,-2.4895899,0.0161267
283.83961,125.03079,345.05582,3.44222,0.066129,0.29947397,2.2125682,20241110,1.9574419,0.9712639,0.0868088
345.81505,108.22211,286.9622,5.01755,0.127448,0.18023913,3.1038686,20241110,2.5981179,0.7832180,0.2382459
236.50774,186.202,165.30584,2.18707,0.0856394,0.19868995,2.9086097,20240711,-2.3327891,-1.9778140,0.0956609
3.59296,222.51289,139.80036,23.5458,0.0827492,0.16958308,3.2325682,20241111,2.8301138,0.2018383,-0.8631899
137.40333,174.89723,157.13527,10.26937,0.0959008,0.18377975,3.0638744,20240515,-1.4694963,2.9204496,-0.3840971
16.85742,104.96551,276.319,8.08138,0.0935798,0.17478016,3.1681663,20241111,2.1344183,1.9157329,0.3311627
58.83106,303.3565,40.54271,1.92114,0.22184,0.17179596,3.2047495,20241111,1.1467388,2.7408182,0.0448605
232.01704,12.15371,151.25891,22.53397,0.0337431,0.17105206,3.2140343,20241109,2.6644368,1.5694475,-1.1025338
78.68211,241.09427,165.19033,1.218,0.1212961,0.30564511,2.1826851,20240409,-1.6289618,1.4220257,-0.0203770
195.46469,349.45182,199.30608,2.7172,0.1196777,0.28793261,2.2713051,20241110,2.3664143,0.9097153,-0.0036158
91.45038,227.76165,133.91953,4.57676,0.1941272,0.25540223,2.4602897,20241007,-1.0731214,2.3256442,-0.0672572
328.91663,212.22869,167.06013,4.55045,0.15922,0.24324673,2.5415854,20241108,2.0395757,-0.8667846,0.0308844
356.76057,5.55284,74.57636,6.31025,0.1826454,0.21767152,2.7369591,20241111,0.5657558,2.1655766,0.0033797
197.13807,233.65501,95.92118,3.96582,0.0332464,0.23122912,2.6289018,20240521,-2.6217868,0.6736536,0.1759740
354.26177,340.34733,71.09688,9.63167,0.2228808,0.21487813,2.7606281,20241110,1.5792869,1.4491280,-0.1738875
19.99204,22.61016,87.66339,14.13475,0.1119442,0.22107987,2.7087562,20241111,-1.6720020,1.7058507,0.4382201
200.61308,79.54042,98.08221,6.15636,0.106035,0.17299688,3.189901,20241110,3.3796148,0.8722097,-0.3741456
178.44368,113.07928,123.06801,2.65039,0.1280592,0.17389239,3.17894,20241111,2.0571792,2.9331067,-0.1538885
3.5463,335.50902,166.93369,9.85853,0.0361496,0.18428205,3.0583042,20241106,-2.4548362,1.6225219,-0.1782184
1.10041,296.35297,104.49681,6.43588,0.1743235,0.17633934,3.1494634,20241110,1.9052016,1.7512682,-0.2575195
122.69833,313.95618,86.82933,4.11361,0.1233282,0.18594859,3.0400037,20240421,-3.2480443,0.3191570,0.2345102
227.8447,291.40696,120.11091,7.20179,0.2185178,0.19622803,2.9328872,20240929,-0.3517364,-3.3975076,0.2538238
49.72645,187.03975,252.14239,1.85671,0.1053339,0.18637742,3.0353389,20240522,-2.1472464,1.8726003,-0.0848689
91.2964,100.31127,181.32406,21.70929,0.0441788,0.17147834,3.2087055,20241110,3.0625040,0.9279949,-0.3411953
57.46992,316.62884,31.46399,10.97182,0.0974472,0.17413732,3.1759585,20241111,1.7258947,2.4824790,0.2358667
144.20073,189.06347,125.71853,3.29357,0.171284,0.17881303,3.1203497,20241004,-1.1497566,3.3893308,-0.0601495
206.67769,186.44372,41.61506,1.34966,0.1272764,0.17483347,3.1675221,20241102,1.2667717,3.3016717,0.0383354
61.93764,284.0697,142.69196,6.29863,0.2007991,0.26893285,2.37706,20240527,-1.9574480,1.0822519,0.0359385
14.65908,171.08512,215.85584,3.09543,0.155882,0.28808709,2.2704931,20241111,1.3146679,1.4164055,-0.0204374
79.88502,274.62804,57.56435,2.48748,0.0842057,0.2902239,2.2593348,20241111,1.0625667,1.9738877,0.0070332
288.05784,273.35315,148.46953,4.46179,0.159699,0.28299627,2.2976414,20241031,1.9712777,-1.0639814,-0.0096747
23.68712,256.675,105.55625,6.76584,0.132132,0.28776756,2.2721735,20241111,1.6676214,1.0901065,-0.2252798
169.47817,193.67473,166.09182,2.39882,0.2070474,0.29977421,2.2110906,20240408,-2.6418939,0.3390817,0.0128140
168.97908,46.63703,280.5089,2.96419,0.2273975,0.30247809,2.1978941,20240508,-2.0599371,1.7301132,-0.0885370
49.72694,322.87476,58.91684,7.83966,0.1977397,0.28963163,2.2624139,20241111,-0.0492846,2.0291367,0.1500546
336.86538,307.05367,178.66149,11.14248,0.1738611,0.22677638,2.6632024,20241110,-0.1138416,2.2083494,-0.4343190
47.32917,116.15732,11.45074,1.38924,0.2271235,0.23557758,2.5964507,20240607,-2.1764648,-0.7042500,-0.0062605
338.87382,203.84717,154.22144,2.80562,0.1659751,0.28042173,2.311683,20241021,1.6749472,-1.0263827,0.0095962
354.28026,237.38356,9.54345,5.73142,0.0677533,0.27810914,2.3244804,20240703,-1.0734351,-1.8759865,-0.1678191
299.4739,334.39991,104.00554,7.04851,0.0706158,0.28081704,2.309513,20241110,2.1843282,0.4052084,-0.2741758
62.75383,263.06016,179.51682,21.86649,0.0674301,0.22688015,2.6623903,20240701,-2.2973603,1.1129681,-0.4388635
257.83483,276.76976,10.06196,12.83924,0.164859,0.22966136,2.6408522,20240627,-2.7229536,0.5910188,0.2410573
353.07134,262.40164,173.37297,10.43824,0.2124853,0.22216008,2.6999685,20240305,0.9016039,1.8980218,-0.3664941
128.31365,190.2585,59.9799,23.39633,0.0541441,0.36516924,1.9385333,20241110,1.7588754,0.8406262,-0.4769472
323.53931,125.13805,302.31771,8.9618,0.0931504,0.19181023,2.9777498,20241111,2.4973083,1.1074713,0.4261928
256.62308,277.49631,256.08729,3.617,0.0775573,0.29244377,2.247887,20241111,1.0867552,2.0274644,0.0358657
96.67353,11.94434,17.23189,8.37808,0.1903906,0.2997384,2.2112667,20240113,-1.9410634,1.2709663,0.2634680
69.35128,97.99664,137.26614,6.8576,0.0700203,0.2804872,2.3113232,20240929,1.5260967,-1.6728893,0.0232299
333.99791,309.83903,354.16185,25.88462,0.237438,0.17428861,3.1741203,20240923,-0.3269338,-2.2672735,-1.1106073
276.79642,66.724,166.33431,2.54893,0.1656259,0.26800104,2.3825667,20240601,-1.5720377,1.8137930,-0.0619245
51.10302,244.44219,158.97902,8.99935,0.2968828,0.22062343,2.7124909,20241110,-1.4476932,1.8967818,-0.1981636
263.3388,182.23026,187.87923,13.36701,0.0714828,0.1956469,2.938692,20240810,-0.2484594,-2.8901194,0.6721881
25.76625,71.76241,305.07232,12.36291,0.1325045,0.17483574,3.1674948,20241111,1.7377202,2.1207823,0.5788301
254.11167,199.91886,10.31337,0.94993,0.102183,0.18087463,3.096594,20241103,-0.1975156,3.2052321,0.0528734
288.30597,229.0166,311.09938,2.47623,0.1216198,0.25982331,2.432301,20241103,-0.1939308,2.3647208,0.0609045
27.13766,305.92527,138.78403,5.59092,0.022598,0.22863908,2.6487181,20240508,-1.0202077,2.3843243,-0.1097699
156.06859,276.81822,69.42433,2.97756,0.2050747,0.26520203,2.3993015,20240527,-2.4749592,1.4294821,0.1466545
69.41479,66.45963,208.43725,2.87085,0.0823942,0.24323945,2.5416361,20241103,2.4666458,-0.2820462,0.0713413
243.35528,281.85941,36.86549,0.65776,0.2024245,0.27022458,2.3694787,20240606,-2.6457538,-0.1747776,0.0166177
250.04085,35.9537,167.03394,9.82862,0.2111734,0.21724204,2.7405652,20241104,0.8969826,2.8513731,-0.5162566
81.17254,235.9865,56.80472,4.12086,0.1371951,0.24602712,2.5224006,20241110,2.1831108,1.2491178,-0.0823469
96.62537,306.17829,217.54399,1.19605,0.0386017,0.1959481,2.9356797,20240822,-0.2723951,-2.9401004,0.0452046
99.0857,285.89868,38.28118,5.39731,0.1473293,0.21460414,2.7629773,20241111,0.5426648,2.8259002,0.1778200
186.72629,270.15527,115.30787,4.06619,0.1194848,0.23214563,2.6219779,20240712,-2.5133125,-1.4986857,0.2070614
330.36783,102.01201,78.02225,10.99097,0.0395124,0.18895632,3.0076579,20240703,-2.4167724,1.5265746,0.5206889
245.85497,245.29864,268.13171,6.63401,0.0179774,0.1739694,3.1780018,20241111,2.5265241,1.9465091,0.2863117
179.93866,150.27794,80.29658,18.12214,0.0792091,0.17297994,3.1901092,20241110,2.1052727,2.6716804,-0.5317767
194.80401,245.84308,189.89308,5.09131,0.1246221,0.28434732,2.2903576,20240711,-0.1194382,-2.5558271,0.2224964
