m,peri,node,incl,e,n,a,date
344.77799,1.31698,344.99832,5.40032,0.2041626,0.29051423,2.2578293,20241109
158.96978,241.29846,125.64142,0.46751,0.0584817,0.19369886,2.9583622,20240409
280.98008,1.8299,232.55397,5.74664,0.0681411,0.27393021,2.3480613,20240530
49.86743,315.84269,126.27045,3.98514,0.1409443,0.27010284,2.3701907,20241110
243.66602,330.01382,282.02846,9.73244,0.2271024,0.26547952,2.3976293,20240103
255.83062,202.9198,7.64883,2.52571,0.1325509,0.26302736,2.412508,20241111
173.55822,148.38197,67.79413,15.21264,0.1884875,0.25761324,2.4461923,20241110
27.65744,21.9001,314.79769,12.15216,0.1972265,0.22034841,2.7147475,20241111
129.49913,23.91213,302.49347,1.6299,0.1777897,0.22715025,2.6602793,20241102
16.53001,49.36762,123.88925,2.986,0.0336253,0.12377068,3.9877159,20240529
35.5721,310.83068,31.02505,9.72798,0.18467,0.21848367,2.7301723,20241111
347.59509,264.02966,236.07287,6.93626,0.1718436,0.19832287,2.9121977,20240522
22.97813,127.72424,285.96156,3.51039,0.2030509,0.30272837,2.1966825,20241111
356.80026,247.67615,112.82383,1.78909,0.0887699,0.29417433,2.2390624,20241109
116.47109,74.16068,224.85087,5.79065,0.1060426,0.26932005,2.3747811,20241111
150.14936,45.80565,256.76627,9.03727,0.0635688,0.18952129,3.0016776,20241111
135.12301,208.35172,346.88228,2.26452,0.0955994,0.28989973,2.2610188,20241107
9.71388,264.68146,270.35686,6.80092,0.1141641,0.2792687,2.3180415,20240504
124.46634,151.54004,338.10601,3.73633,0.1046699,0.28665403,2.278054,20240707
88.58746,166.91822,229.54266,7.18437,0.1120409,0.2716186,2.3613646,20241110
206.89269,303.52731,186.40386,4.10066,0.1138803,0.2889526,2.2659569,20241102
147.60333,6.60177,327.8645,20.17078,0.3141918,0.23498114,2.6008424,20241110
195.88699,295.19985,44.15205,10.27053,0.1119481,0.24059002,2.5602614,20240707
269.22294,290.98995,359.49569,13.11422,0.1806784,0.24087225,2.5582611,20240508
69.06568,261.5517,124.03391,7.1406,0.232994,0.23041084,2.6351223,20241022
81.84479,141.4884,159.97029,14.32826,0.185499,0.17876449,3.1209145,20241111
164.84651,249.02329,40.37321,4.14818,0.1798244,0.29952838,2.2123002,20241111
138.41806,350.51492,353.6209,5.01517,0.2431128,0.27214348,2.3583274,20241014
134.20067,311.49181,335.09685,5.01515,0.1592456,0.29579081,2.2308974,20241111
160.87333,253.49368,12.61415,3.50843,0.1606978,0.29682441,2.2257154,20241111
89.47,242.79461,352.00266,15.00703,0.0597448,0.17237341,3.1975883,20241108
61.80225,72.58416,346.79706,10.55349,0.1768646,0.24341735,2.5403976,20240601
330.9488,197.86299,130.99324,4.04745,0.1902967,0.28478511,2.2880097,20241019
34.25234,24.10985,91.05792,3.44614,0.1828273,0.27518061,2.340943,20240707
8.6855,326.9459,92.95611,3.32592,0.200024,0.26886252,2.3774745,20240226
120.25921,39.36142,342.08991,6.29924,0.1283049,0.27038462,2.3685437,20241110
11.04926,226.91108,277.14697,3.24045,0.0606626,0.26969596,2.3725739,20240407
66.71349,222.91238,171.16591,1.78189,0.1898834,0.26554007,2.3972648,20241004
177.81338,138.74674,146.2691,6.80289,0.1062772,0.26606886,2.3940875,20241016
142.31479,19.93524,356.98164,15.67511,0.1448504,0.23804089,2.5785072,20240707
216.61106,55.1499,212.49332,9.42489,0.0538064,0.18949318,3.0019744,20241110
115.46363,324.61664,12.57076,10.85176,0.1209585,0.18680232,3.0307344,20241111
225.6282,19.82047,21.47254,7.14402,0.1157965,0.29442852,2.2377735,20240707
108.05945,295.98407,42.09578,10.42178,0.0942248,0.18709971,3.0275219,20241111
196.8873,325.94608,94.77481,2.89863,0.1185031,0.16757625,3.258325,20240901
293.63043,11.85112,47.40207,1.92429,0.175401,0.26286209,2.4135191,20241107
301.24217,209.07726,213.45822,3.92071,0.0994898,0.292272,2.2487676,20241109
219.83864,43.92529,140.21142,1.8251,0.1330111,0.26146597,2.4221029,20241110
124.01445,308.12218,11.08535,7.30692,0.1058981,0.26452317,2.4034047,20241015
277.90029,291.93599,317.47437,2.60973,0.0771278,0.27665381,2.3326251,20240521
288.48884,60.28932,144.40956,0.88793,0.1040713,0.17825077,3.126908,20241111
15.72087,309.32035,164.04635,2.15438,0.1632684,0.27473925,2.3434494,20240409
39.43057,268.12088,191.41606,22.61442,0.2675865,0.27649141,2.3335384,20240607
240.27007,182.79178,50.3277,25.98977,0.1515434,0.264693,2.4023766,20241109
121.34528,202.10332,103.26641,14.87092,0.1735769,0.22620756,2.6676651,20241111
98.93447,99.69451,144.95921,4.12868,0.1407673,0.252037,2.4821414,20241106
80.14133,54.72838,138.0666,14.84268,0.0143061,0.2413735,2.5547181,20241018
9.15858,103.49305,240.10904,15.0638,0.1018278,0.18590199,3.0405117,20241110
260.60821,311.60742,286.31803,11.2245,0.15352,0.2348146,2.602072,20240521
82.84896,162.46614,279.37844,0.94657,0.0276809,0.20160416,2.8805122,20240707
301.25933,318.86755,167.94297,10.91088,0.0552361,0.18927855,3.0042434,20241111
77.74879,192.37448,188.09089,10.68576,0.1159338,0.19218139,2.9739146,20241110
344.73253,51.50592,265.40399,8.05035,0.1595479,0.20967008,2.8061556,20241015
203.79209,90.24176,83.06906,2.51799,0.134722,0.17819183,3.1275975,20241110
249.00599,335.13433,86.25139,10.53395,0.070004,0.17416814,3.1755837,20241022
45.70358,263.76228,30.694,0.89049,0.1507034,0.17195213,3.2028087,20241109
213.69875,284.72711,156.9416,0.50811,0.1796625,0.17138142,3.2099151,20240707
242.41993,267.72054,76.7862,4.05378,0.2052625,0.28821037,2.2698456,20240712
295.76164,355.07188,1.71123,8.74939,0.1703612,0.28911471,2.2651098,20241011
151.50635,336.67493,353.65583,4.81732,0.1818062,0.30477508,2.186837,20241016
126.53352,20.10749,286.6139,1.18175,0.1795612,0.30036281,2.208201,20241028
338.96199,75.07184,341.809,4.31613,0.1317872,0.300154,2.209225,20241111
222.84327,212.91948,148.53956,5.6013,0.2299132,0.28838353,2.2689369,20240712
131.45841,318.5327,60.34819,1.98784,0.0813034,0.3092934,2.1654872,20240407
18.87461,161.73024,341.59427,2.05851,0.0335307,0.3105879,2.159466,20240407
213.18999,134.22756,222.33962,2.78595,0.1762155,0.2822263,2.3018184,20240504
54.10879,165.30026,182.83474,8.05959,0.1645503,0.29839167,2.2179151,20241111
221.333,260.52713,68.30171,5.2439,0.160475,0.28388122,2.2928639,20240708
238.405,345.93214,215.55902,7.52267,0.1434081,0.30257113,2.1974436,20241106
105.48249,87.21956,275.23899,5.75821,0.1280536,0.26823004,2.3812104,20241110
199.34602,93.10144,120.41256,6.40478,0.1082419,0.29501638,2.2347998,20241110
335.94403,51.15139,317.03865,3.76303,0.1983932,0.2529443,2.4762023,20241110
81.7789,284.92077,146.74115,4.02532,0.1460326,0.23775251,2.5805918,20240604
262.66184,196.51347,57.59615,0.99929,0.0278137,0.2736359,2.3497446,20240615
249.44725,20.81281,165.39975,2.61991,0.1303207,0.26141342,2.4224275,20241111
191.72631,273.43329,38.92637,13.58291,0.1767359,0.23362922,2.6108662,20241111
298.8249,316.52079,71.6096,11.74694,0.2514596,0.21635989,2.7480094,20241109
328.60585,192.22424,316.41268,19.43562,0.2123936,0.19040124,2.9924222,20241111
54.19419,234.17673,231.40057,0.77458,0.0205753,0.19628227,2.9323468,20240503
254.67301,73.00917,66.34376,3.89809,0.1842317,0.18295806,3.0730409,20241110
148.17105,79.44477,57.68903,2.44321,0.1317099,0.17382194,3.1797989,20240617
91.57896,220.71663,9.06905,0.45402,0.1397955,0.17121944,3.2119393,20241108
334.19161,235.74183,249.06825,6.12043,0.0274543,0.30589703,2.1814866,20241028
299.92975,26.44736,337.48293,6.30943,0.1950535,0.29029225,2.2589802,20240920
107.28682,358.75214,345.40319,6.50476,0.142523,0.27145741,2.3622993,20241111
244.96465,132.63643,154.67531,9.28128,0.1985813,0.28073718,2.309951,20240504
260.52268,315.63073,117.70809,2.25208,0.1085391,0.28871566,2.2671965,20241020
69.87381,341.6104,33.48497,9.05155,0.2514681,0.27286421,2.3541728,20240503
217.74526,136.28772,228.4114,2.8625,0.1693189,0.2855548,2.2838964,20240711
351.77497,81.45047,64.5329,7.30814,0.0584807,0.26949195,2.3737712,20241109
3.29207,296.48492,56.58289,5.38899,0.2092387,0.25771292,2.4455615,20241108
176.62847,162.59594,105.52769,7.42744,0.1328731,0.26254815,2.4154427,20241111
93.3583,278.66518,83.22335,6.87525,0.132746,0.26505522,2.4001874,20241111
11.83737,12.62214,56.07253,3.97633,0.038463,0.26731455,2.386644,20240322
70.45879,194.07229,100.7303,7.03635,0.0938101,0.25497711,2.4630236,20241110
96.46535,76.57483,308.69905,1.51716,0.2061783,0.26783381,2.3835583,20240319
60.4627,266.12484,134.78631,14.53805,0.1627165,0.23486386,2.6017082,20240527
84.5191,274.83884,84.46419,3.72235,0.1364607,0.23182814,2.6243713,20240327
154.34094,241.65065,25.41537,3.25868,0.1519731,0.25660365,2.4526044,20241103
348.25884,0.18942,161.07866,10.0061,0.1127344,0.20242807,2.8726908,20240615
309.9295,105.43176,103.48533,9.05547,0.1316545,0.23217965,2.6217219,20241106
27.13346,143.77155,350.31663,15.07639,0.1210058,0.23223325,2.6213184,20240511
53.25802,299.49425,10.32167,5.44624,0.0594921,0.21738896,2.7393303,20241110
95.33845,78.29308,212.47917,8.81463,0.0715086,0.18231019,3.0803171,20241110
186.47445,342.25475,213.27284,4.4339,0.2376437,0.21691483,2.7433205,20241108
26.16325,91.49825,195.89344,5.70806,0.1281163,0.28804816,2.2706977,20241110
137.61671,154.68996,125.13064,5.67468,0.2069419,0.29816588,2.2190347,20241111
207.99332,174.75007,151.89729,6.58648,0.1559485,0.28133359,2.3066852,20240603
25.40744,28.84251,53.45564,2.25919,0.0023817,0.30452303,2.1880435,20240115
117.59744,188.18472,145.27425,16.16145,0.1377399,0.23358297,2.6112108,20241110
347.3857,316.08878,122.97218,5.28404,0.0977782,0.2993824,2.2130193,20241111
317.31066,190.06141,28.22478,7.31579,0.1431424,0.27924314,2.318183,20240707
159.99977,80.44512,92.12299,0.37616,0.1392215,0.28938012,2.2637246,20240930
92.98559,174.89795,199.31236,2.34896,0.106829,0.26535326,2.3983898,20241007
255.31444,215.26686,60.57024,4.45829,0.2180859,0.23585022,2.5944494,20241110
110.46183,91.55901,205.41869,6.19256,0.2044189,0.25762298,2.4461306,20241111
186.9886,103.94192,184.81712,10.03835,0.2457817,0.26353271,2.4094229,20241110
47.32648,233.50841,143.04508,8.01277,0.090611,0.22540972,2.6739562,20241110
106.68428,142.74313,162.66882,0.58967,0.2893371,0.18277825,3.0750561,20241002
192.33639,326.57215,338.36448,9.7957,0.0830875,0.19136523,2.9823643,20241016
271.00099,346.68451,14.66797,14.50522,0.1856453,0.20073271,2.8888431,20240925
359.39855,215.47953,118.30853,2.22878,0.138715,0.17220794,3.1996362,20241107
339.31654,303.06448,13.6727,1.84354,0.0689004,0.20556318,2.8434079,20240921
42.35445,227.7767,64.52269,2.94672,0.0487975,0.20316014,2.8657857,20241108
120.46769,241.48134,300.46335,23.41656,0.1689212,0.01575437,15.7592456,20241105
20.01961,232.36657,61.87435,4.37267,0.1642238,0.21929188,2.7234601,20241022
155.87938,86.14037,192.46895,4.42388,0.1885423,0.30344299,2.1932324,20241102
353.83538,306.63821,125.0532,4.69468,0.0808294,0.30140919,2.2030874,20241111
136.65989,295.78848,142.99788,6.9195,0.0788591,0.2099346,2.8037978,20240712
205.58792,180.47859,93.62334,5.93537,0.1230211,0.27601745,2.336209,20240226
111.97944,27.14373,317.46934,6.81983,0.0847339,0.26311903,2.4119477,20241111
37.75327,115.05506,223.57546,4.5617,0.2009028,0.29483227,2.2357301,20241110
31.27269,339.45581,44.34534,3.33953,0.2004052,0.26026065,2.4295754,20241111
91.62868,75.08429,191.74846,5.89725,0.0897275,0.25266209,2.4780458,20241110
39.89576,55.16186,302.61888,7.18242,0.2631597,0.25942974,2.4347603,20241111
103.34436,305.48702,59.407,0.70216,0.1627093,0.19285292,2.967007,20241022
264.62157,291.2676,148.58322,5.70352,0.1411673,0.21534373,2.7566475,20241104
130.76741,2.77335,357.49563,13.1805,0.2578085,0.23292564,2.6161211,20241110
268.74078,205.35686,11.64238,3.18898,0.155616,0.26544511,2.3978365,20241028
236.55121,339.73448,355.13446,4.3811,0.098491,0.28113003,2.3077985,20240708
245.51661,195.91004,337.21006,12.36827,0.1180067,0.22295119,2.6935778,20241111
302.6892,84.78812,45.67344,7.50613,0.039535,0.25976504,2.4326647,20241111
188.80822,270.55343,240.30663,7.97981,0.1048052,0.21367678,2.7709657,20241108
149.04923,158.17314,52.81619,1.82773,0.1386876,0.1788123,3.1203582,20241110
103.33137,188.51591,126.36324,3.4333,0.166794,0.25975796,2.4327089,20241009
117.79515,349.18422,269.41428,6.10983,0.1250033,0.25129628,2.4870166,20241111
315.87379,165.98349,243.86369,12.68101,0.0730468,0.1784012,3.12515,20241110
159.04939,193.69176,131.66347,10.53436,0.072436,0.1910324,2.9858274,20240507
118.15819,12.27255,39.81563,3.93894,0.1366892,0.28494682,2.287144,20240708
98.38265,135.94064,114.52665,1.14782,0.0568104,0.3007852,2.2061333,20241106
105.02356,128.94986,221.40985,3.61043,0.1499787,0.31157892,2.1548845,20241006
236.79895,292.35711,28.45424,16.94009,0.2344064,0.17444568,3.1722147,20240708
68.79741,191.56727,151.71166,1.61772,0.1604213,0.18492638,3.0511962,20241111
242.71739,312.60971,179.87188,2.0496,0.1537237,0.26134539,2.4228479,20241030
115.68937,341.20875,196.35672,8.90019,0.0923822,0.21249176,2.7812582,20241004
112.42903,246.13769,181.86957,10.1752,0.0547247,0.24031482,2.5622157,20240609
35.52295,325.87243,162.48884,4.18688,0.0092584,0.08100531,5.2900576,20240522
5.47547,81.87738,92.5489,4.37768,0.1846642,0.23843551,2.5756613,20240502
144.63228,341.66458,51.83335,3.63543,0.0934051,0.23830379,2.5766103,20240421
304.03555,346.19495,198.16972,6.55236,0.0378949,0.27603908,2.3360869,20240515
91.90168,204.93839,250.83842,2.06828,0.0864862,0.27659929,2.3329316,20240410
231.17723,287.39796,33.18449,2.2585,0.0690762,0.20452352,2.8530357,20240705
92.06279,63.34531,53.68093,0.37797,0.1492011,0.28316375,2.2967353,20240703
98.68896,96.77684,161.10863,3.51724,0.0645764,0.28940608,2.2635892,20241106
206.93936,267.26543,151.47004,2.23794,0.1273651,0.28973715,2.2618645,20240706
69.2173,346.39069,163.67888,5.93808,0.1023286,0.28688167,2.2768488,20240709
132.40788,215.913,138.39833,4.96734,0.0757011,0.15316566,3.4596204,20241108
78.47901,288.73973,128.57525,14.16883,0.0897227,0.17535519,3.1612364,20241022
183.77563,61.7008,212.03923,16.59313,0.2519189,0.18003609,3.1062018,20241103
142.12545,6.06001,331.85531,9.25141,0.2547569,0.2634294,2.4100528,20241016
188.74642,304.43828,34.87771,13.18239,0.1839805,0.23275124,2.6174278,20240707
280.53386,290.96099,209.13013,10.37013,0.1688165,0.22671027,2.6637201,20241110
58.8575,35.56243,254.90481,0.32749,0.1718575,0.17158439,3.2073833,20241109
233.02692,118.81677,331.54443,9.4115,0.0881962,0.17015678,3.2252983,20241031
301.74679,37.90142,347.17119,7.28286,0.2338856,0.21092117,2.7950479,20240617
193.0586,334.86206,74.31786,3.11945,0.0719961,0.20616146,2.8379042,20240706
39.22348,274.338,88.13561,2.49658,0.1713778,0.1768939,3.1428777,20241111
286.33458,113.73517,355.94368,5.78518,0.0859395,0.2573748,2.4477029,20241110
212.83747,32.97654,6.60205,6.20685,0.2475084,0.28628885,2.2799908,20240707
314.63544,77.45191,337.02765,11.90071,0.1103186,0.21607399,2.7504329,20241106
296.82253,261.90893,326.2344,3.58547,0.1449804,0.27325991,2.3518996,20240522
346.11391,51.87102,350.14974,15.75035,0.0708763,0.21677079,2.7445357,20241111
242.19401,352.25228,270.97376,3.66751,0.2071444,0.27127798,2.3633408,20240409
190.92172,129.68202,185.14501,3.06794,0.1858317,0.27211264,2.3585056,20240410
60.4864,254.27128,128.9667,1.44788,0.0930503,0.22028002,2.7153093,20241111
107.75999,175.2552,171.02443,0.93058,0.1738184,0.31096186,2.1577343,20240103
165.44795,328.5284,332.69272,1.80869,0.2077069,0.26893179,2.3770663,20240502
59.9484,78.61659,329.50126,1.49194,0.1970264,0.27140558,2.3626,20240228
164.41557,250.73837,11.16696,10.52403,0.0362361,0.21838761,2.7309729,20241111
30.18812,36.80857,335.77559,2.06856,0.0872755,0.21785452,2.7354262,20241111
155.38466,244.65191,62.3789,3.00867,0.2110484,0.26682944,2.3895358,20240502
26.17261,111.29783,133.60763,2.8887,0.016406,0.20178081,2.8788308,20241002
219.019,162.33635,132.60153,7.55578,0.1238846,0.27307427,2.3529653,20240607
74.21048,16.38293,6.05019,6.91926,0.1291173,0.26689288,2.3891572,20240503
23.16366,280.54247,91.98282,4.64059,0.2442589,0.25832765,2.4416802,20241111
161.51626,111.26172,251.46976,9.34153,0.2484779,0.27695502,2.3309335,20240506
33.03666,243.0161,63.75464,1.97437,0.1902397,0.17203745,3.2017498,20241109
194.58612,249.94796,39.0163,2.89352,0.1974264,0.26696456,2.3887295,20240426
215.14574,3.6563,285.71594,8.96283,0.0757571,0.18953785,3.0015027,20241110
323.84446,222.85745,21.64877,19.24584,0.334307,0.35530437,1.9742509,20240710
130.81776,98.87028,9.03069,3.50369,0.211124,0.12530279,3.9551433,20240707
267.1,241.77078,37.17407,14.44572,0.0698031,0.23758703,2.5817899,20240708
333.11468,87.51734,120.16943,2.69025,0.0204212,0.23609514,2.5926548,20240630
257.642,4.2105,158.8579,5.46418,0.1025592,0.29576647,2.2310198,20241110
180.53776,132.41566,82.30173,2.72819,0.0990406,0.29226692,2.2487937,20241110
209.11991,166.40964,166.76843,2.83502,0.2439183,0.26891914,2.3771408,20240410
114.38754,45.95689,25.56158,12.73489,0.2804866,0.23933464,2.5692065,20240707
222.85935,224.83682,126.9587,5.65108,0.1284052,0.24064198,2.5598929,20240712
213.20138,84.98098,196.2962,8.06797,0.2092026,0.18746787,3.0235569,20241110
31.62049,329.21331,127.0652,3.31708,0.112607,0.27539832,2.339709,20240603
149.857,157.79368,51.91074,2.7188,0.0110646,0.20402706,2.8576621,20241109
350.83075,71.57773,288.39353,4.66007,0.2111215,0.2893361,2.2639542,20241108
46.62237,246.25175,190.056,21.98267,0.2825211,0.26819235,2.3814335,20240202
54.11203,294.79965,33.41264,5.70341,0.1559804,0.17614702,3.1517555,20241111
127.35867,299.0634,75.8122,4.46995,0.265813,0.27518669,2.3409085,20240521
19.45484,301.7885,359.80466,7.79533,0.1428549,0.28598688,2.2815954,20241111
359.69286,126.60529,183.94501,6.34268,0.1332893,0.2847977,2.2879423,20241024
205.33991,278.47217,53.88186,6.06091,0.0950094,0.27731247,2.3289301,20240630
79.28715,191.17558,200.2785,1.92795,0.2110939,0.2711999,2.3637944,20240410
12.38998,235.91865,88.72465,3.99678,0.1771364,0.28686988,2.2769111,20241108
359.16268,125.04069,293.18057,1.61707,0.1979456,0.26119048,2.4238058,20241111
322.92782,61.696,109.87816,7.29021,0.1427372,0.2709346,2.3653372,20240601
4.51845,280.36161,149.66743,2.65715,0.1812585,0.26651579,2.3914102,20240322
178.94671,174.06754,175.98355,4.32458,0.1318867,0.27559924,2.3385718,20240604
108.83564,190.94051,254.04158,0.94622,0.133685,0.23981415,2.5657806,20240708
308.19475,233.0927,105.4778,4.63905,0.2253751,0.12354984,3.9924663,20241003
39.46898,84.32807,179.90317,15.69763,0.1498463,0.24107478,2.5568281,20241110
145.5946,284.84378,117.64289,4.39453,0.1536124,0.20034428,2.8925758,20240630
212.80257,131.07731,224.90734,0.9634,0.0693558,0.20186776,2.8780041,20240605
341.82794,260.70124,32.27076,2.34555,0.0397186,0.20176891,2.878944,20241002
17.48853,200.25968,149.45894,2.14881,0.1494625,0.17778374,3.1323818,20241110
279.0624,29.83666,197.82583,24.27154,0.2077983,0.27235889,2.3570838,20240403
212.32991,80.18105,215.78796,1.15168,0.2253763,0.26608779,2.3939739,20241104
118.71335,207.80809,23.95223,8.20434,0.1402499,0.28471149,2.2884041,20241110
57.70144,280.45442,130.30672,5.2431,0.1345506,0.22998896,2.6383438,20240517
182.44552,234.42966,46.0234,13.662,0.1552292,0.22443236,2.6817137,20241111
316.96209,296.00834,29.60491,12.4681,0.1853823,0.23796896,2.5790267,20241003
83.50836,11.14519,77.70885,3.20172,0.0358503,0.19670532,2.9281409,20240705
165.28259,152.12333,319.42611,13.37101,0.0618278,0.17076145,3.2176798,20240707
1.9761,158.59732,14.36291,7.17535,0.0465207,0.28537269,2.284868,20240621
330.37919,192.82056,221.63267,2.51984,0.1450987,0.22312119,2.6922094,20241110
198.69048,122.52577,141.75251,2.70791,0.1852666,0.26771041,2.3842907,20240417
169.43511,286.5527,143.39352,3.63701,0.1214011,0.2838926,2.2928026,20240613
55.07381,83.27154,302.08346,1.76248,0.1026026,0.29884767,2.2156584,20241111
226.15215,272.34496,269.30609,3.33474,0.1009429,0.29362358,2.2418614,20241111
305.79521,278.23323,162.30193,4.17779,0.1467846,0.29365081,2.2417228,20241110
93.49874,353.16924,54.68972,2.65685,0.149626,0.27435445,2.3456401,20240521
144.46006,332.35251,350.82625,9.95473,0.1214768,0.26666593,2.3905126,20240503
228.54914,330.40066,290.89151,28.45853,0.0409674,0.23386102,2.6091407,20240526
85.47415,5.50087,178.27143,4.14075,0.2448609,0.00789977,24.9685329,20100614
282.11675,139.36321,31.34653,0.35609,0.1623284,0.26535909,2.3983546,20240111
130.60559,313.24613,53.59783,6.37205,0.039892,0.23277121,2.6172781,20240604
209.68234,133.94208,175.11244,4.72669,0.121176,0.30793281,2.1718612,20240306
179.06995,106.73463,198.9712,4.61888,0.2219024,0.30051778,2.2074418,20241104
344.18131,126.78743,351.66477,2.11639,0.1341322,0.26771055,2.3842899,20241102
84.6022,279.2823,53.51399,13.53735,0.2533793,0.22470505,2.6795436,20241111
227.75417,231.43847,150.40917,1.85619,0.1613135,0.16939287,3.2349877,20240706
211.03237,46.29664,266.90401,1.16969,0.0271907,0.19816082,2.9137852,20240607
240.31283,282.13285,126.4711,2.91954,0.0508378,0.20604986,2.8389288,20240825
234.17502,2.00989,322.68582,8.01138,0.31271,0.20188486,2.8778416,20240606
189.00333,298.38018,9.40131,5.4681,0.1966922,0.26321303,2.4113733,20241016
124.55678,301.06118,35.59955,13.51437,0.1904219,0.22420436,2.6835314,20240517
348.61135,289.76833,32.2161,23.00346,0.0811269,0.1681862,3.2504424,20241110
167.09245,326.65873,0.71103,12.66107,0.1631421,0.22431514,2.6826478,20241016
0.06539,268.72415,64.03507,16.99307,0.0831322,0.1709844,3.2148822,20241111
343.09302,179.63425,178.59935,4.92954,0.2011354,0.28937821,2.2637346,20241110
102.28173,84.50775,322.15522,3.89466,0.0588972,0.31381002,2.1446587,20240503
140.42203,79.7647,264.44915,4.48935,0.1360047,0.2648689,2.4013128,20240407
349.10554,232.1542,200.27666,2.71165,0.1204038,0.25783184,2.4448095,20241106
133.89917,103.9038,217.59138,3.83799,0.0785688,0.26673646,2.3900911,20240319
189.63555,339.90563,31.05953,8.67691,0.1403416,0.27763587,2.3271212,20240711
5.01396,262.42845,154.14389,0.63401,0.0801431,0.21985923,2.7187728,20241111
259.04445,275.09005,241.5087,4.86182,0.0927927,0.29333475,2.2433328,20241111
329.04943,299.08309,130.7946,2.58273,0.0935371,0.18147563,3.0897535,20241110
113.6544,94.77762,254.28101,1.50225,0.1935195,0.26364731,2.4087246,20241022
24.31895,267.21708,36.09726,7.9311,0.1355814,0.1749736,3.1658308,20241111
16.00921,72.05892,64.17757,11.22376,0.0541828,0.19123638,2.9837038,20240508
36.94492,113.86527,306.88361,9.00326,0.0863733,0.18579359,3.0416943,20241111
212.19389,251.60693,257.50417,20.3067,0.399243,0.29379236,2.2410027,20241105
73.34647,130.88957,207.43112,1.52955,0.2198255,0.26171489,2.4205669,20241106
146.48958,287.98836,312.32606,2.15094,0.1418407,0.29310583,2.2445007,20241111
313.91951,202.95852,358.26889,2.26046,0.1149847,0.27395705,2.347908,20240522
74.71334,79.24607,152.34569,2.23507,0.0749232,0.24435862,2.5338697,20240901
59.23726,294.63662,118.26236,13.64763,0.1593499,0.23065612,2.6332538,20241110
103.2786,56.23018,262.19179,2.25097,0.2180849,0.29514512,2.2341499,20241103
75.2129,254.75316,212.91751,2.85256,0.1811365,0.23926676,2.5696924,20240508
42.10171,71.02077,292.02579,2.74303,0.0934458,0.21696061,2.7429346,20241111
322.26248,230.16433,195.67588,4.89799,0.2075821,0.21584601,2.7523693,20241110
208.22271,173.20781,13.89291,3.94448,0.0913995,0.29368831,2.241532,20241110
85.21014,248.40806,19.51083,6.84235,0.0737212,0.21551153,2.7552164,20241105
297.40118,344.14226,210.78481,1.50231,0.1500538,0.26706509,2.38813,20241030
195.36445,276.28261,192.83661,10.68094,0.1890509,0.21224955,2.7833738,20240825
126.32996,293.27564,342.70863,3.8749,0.0498113,0.21728906,2.7401698,20241110
228.87773,180.3394,18.89573,4.69937,0.0931479,0.29528013,2.2334689,20241111
235.1137,292.6935,172.45581,10.77167,0.0267952,0.17384981,3.1794591,20241108
148.70725,150.97995,102.16943,3.79705,0.1518625,0.25342047,2.4730995,20241110
64.20651,350.59891,32.53256,6.70978,0.1152895,0.29731148,2.223284,20241111
165.43747,29.59054,14.35582,2.10461,0.0461464,0.20186878,2.8779944,20240708
14.44699,180.0175,118.82292,3.24826,0.0478594,0.20604294,2.8389924,20241027
106.8103,182.98174,161.96436,2.53934,0.3319014,0.18414718,3.0597973,20240409
261.97245,299.29617,263.67709,7.94445,0.1925323,0.26838263,2.3803077,20241111
57.94121,142.67249,197.31208,5.37579,0.210467,0.28948,2.2632038,20241111
213.83621,257.2879,36.35824,1.91853,0.1813234,0.18566747,3.0430716,20240502
175.60918,74.77828,303.04161,5.92498,0.1227856,0.27536627,2.3398906,20240707
203.46134,185.96004,136.91342,6.1142,0.2212072,0.27189173,2.3597829,20240527
188.83616,85.2351,211.73742,2.05162,0.0435399,0.26866396,2.3786458,20240501
192.06924,328.93098,13.2843,2.38076,0.2288696,0.26793617,2.3829512,20240409
293.97562,16.78905,237.93147,1.44634,0.190937,0.27355692,2.3501969,20240603
169.27412,330.95076,31.27093,5.75901,0.2123997,0.26648709,2.391582,20240503
230.50163,321.29303,85.85431,2.21417,0.1577764,0.20851365,2.8165214,20240707
98.21647,148.95876,215.51861,6.93638,0.146166,0.26130393,2.4231042,20241012
204.17939,88.04322,150.2904,6.61267,0.2035077,0.29349305,2.2425261,20240118
329.16296,254.26129,170.77688,1.55619,0.1804609,0.17973395,3.1096819,20241110
74.54308,226.67958,33.51825,4.64957,0.1263078,0.28377863,2.2934165,20241108
333.85325,193.19711,229.64711,14.23273,0.1123198,0.17847377,3.1243028,20241111
112.06585,150.43087,294.12159,4.18304,0.0916584,0.27676493,2.3320007,20240608
120.99472,115.8266,219.75802,5.70084,0.1537675,0.22370461,2.6875266,20240224
29.08701,247.41204,263.57548,3.4658,0.1869101,0.27546265,2.3393448,20240613
234.67359,86.40947,212.0379,6.36372,0.1107854,0.27367566,2.3495171,20240504
214.08763,345.08784,348.75463,6.61911,0.1346812,0.27527197,2.3404249,20240515
180.28877,68.82201,183.16884,2.45887,0.145647,0.22123511,2.7074889,20240228
283.14704,114.248,168.9174,2.75982,0.221009,0.27526808,2.340447,20240708
100.24697,132.66489,210.64247,2.11639,0.0956215,0.21997363,2.7178301,20241111
334.51061,107.48781,347.34068,4.05678,0.0629212,0.21968094,2.7202436,20241111
